Tipo de jornada;Grupo de edad;Decil;Periodo;Total
Jornada a tiempo completo;De 35 a 44 años;10;2007;3.696,08
Jornada a tiempo completo;De 35 a 44 años;10;2006;3.583,7
Jornada a tiempo completo;De 45 a 54 años;Total decil;2023;2.727,87
Jornada a tiempo completo;De 45 a 54 años;Total decil;2022;2.473,69
Jornada a tiempo completo;De 45 a 54 años;Total decil;2021;2.469,49
Jornada a tiempo completo;De 45 a 54 años;Total decil;2020;2.410,03
Jornada a tiempo completo;De 45 a 54 años;Total decil;2019;2.366,98
Jornada a tiempo completo;De 45 a 54 años;Total decil;2018;2.358,59
Jornada a tiempo completo;De 45 a 54 años;Total decil;2017;2.313,37
Jornada a tiempo completo;De 45 a 54 años;Total decil;2016;2.298,31
Jornada a tiempo completo;De 45 a 54 años;Total decil;2015;2.370,21
Jornada a tiempo completo;De 45 a 54 años;Total decil;2014;2.315,77
Jornada a tiempo completo;De 45 a 54 años;Total decil;2013;2.362,31
Jornada a tiempo completo;De 45 a 54 años;Total decil;2012;2.278,76
Jornada a tiempo completo;De 45 a 54 años;Total decil;2011;2.260,8
Jornada a tiempo completo;De 45 a 54 años;Total decil;2010;2.269,09
Jornada a tiempo completo;De 45 a 54 años;Total decil;2009;2.243,6
Jornada a tiempo completo;De 45 a 54 años;Total decil;2008;2.151,79
Jornada a tiempo completo;De 45 a 54 años;Total decil;2007;2.023,05
Jornada a tiempo completo;De 45 a 54 años;Total decil;2006;1.969,01
Jornada a tiempo completo;De 45 a 54 años;1;2023;899,06
Jornada a tiempo completo;De 45 a 54 años;1;2022;871,77
Jornada a tiempo completo;De 45 a 54 años;1;2021;762,31
Jornada a tiempo completo;De 45 a 54 años;1;2020;726,51
Jornada a tiempo completo;De 45 a 54 años;1;2019;762,72
Jornada a tiempo completo;De 45 a 54 años;1;2018;685,85
Jornada a tiempo completo;De 45 a 54 años;1;2017;640,13
Jornada a tiempo completo;De 45 a 54 años;1;2016;613,96
Jornada a tiempo completo;De 45 a 54 años;1;2015;615,85
Jornada a tiempo completo;De 45 a 54 años;1;2014;579,22
Jornada a tiempo completo;De 45 a 54 años;1;2013;554,38
Jornada a tiempo completo;De 45 a 54 años;1;2012;597,33
Jornada a tiempo completo;De 45 a 54 años;1;2011;612,9
Jornada a tiempo completo;De 45 a 54 años;1;2010;630,06
Jornada a tiempo completo;De 45 a 54 años;1;2009;638,97
Jornada a tiempo completo;De 45 a 54 años;1;2008;667,09
Jornada a tiempo completo;De 45 a 54 años;1;2007;619,33
Jornada a tiempo completo;De 45 a 54 años;1;2006;586,33
Jornada a tiempo completo;De 45 a 54 años;2;2023;1.240,75
Jornada a tiempo completo;De 45 a 54 años;2;2022;1.145,21
Jornada a tiempo completo;De 45 a 54 años;2;2021;1.048,64
Jornada a tiempo completo;De 45 a 54 años;2;2020;1.027,35
Jornada a tiempo completo;De 45 a 54 años;2;2019;1.019,62
Jornada a tiempo completo;De 45 a 54 años;2;2018;930,71
Jornada a tiempo completo;De 45 a 54 años;2;2017;876,18
Jornada a tiempo completo;De 45 a 54 años;2;2016;884,95
Jornada a tiempo completo;De 45 a 54 años;2;2015;855,09
Jornada a tiempo completo;De 45 a 54 años;2;2014;851,63
Jornada a tiempo completo;De 45 a 54 años;2;2013;844,24
Jornada a tiempo completo;De 45 a 54 años;2;2012;873,46
Jornada a tiempo completo;De 45 a 54 años;2;2011;883,23
Jornada a tiempo completo;De 45 a 54 años;2;2010;905,75
Jornada a tiempo completo;De 45 a 54 años;2;2009;911,27
Jornada a tiempo completo;De 45 a 54 años;2;2008;896,87
Jornada a tiempo completo;De 45 a 54 años;2;2007;875,2
Jornada a tiempo completo;De 45 a 54 años;2;2006;820,86
Jornada a tiempo completo;De 45 a 54 años;3;2023;1.438,22
Jornada a tiempo completo;De 45 a 54 años;3;2022;1.338,71
Jornada a tiempo completo;De 45 a 54 años;3;2021;1.257,24
Jornada a tiempo completo;De 45 a 54 años;3;2020;1.232,81
Jornada a tiempo completo;De 45 a 54 años;3;2019;1.225,33
Jornada a tiempo completo;De 45 a 54 años;3;2018;1.155,24
Jornada a tiempo completo;De 45 a 54 años;3;2017;1.121,87
Jornada a tiempo completo;De 45 a 54 años;3;2016;1.123,28
Jornada a tiempo completo;De 45 a 54 años;3;2015;1.109,57
Jornada a tiempo completo;De 45 a 54 años;3;2014;1.109,43
Jornada a tiempo completo;De 45 a 54 años;3;2013;1.116,37
Jornada a tiempo completo;De 45 a 54 años;3;2012;1.131,3
Jornada a tiempo completo;De 45 a 54 años;3;2011;1.130,19
Jornada a tiempo completo;De 45 a 54 años;3;2010;1.145,82
Jornada a tiempo completo;De 45 a 54 años;3;2009;1.120,87
Jornada a tiempo completo;De 45 a 54 años;3;2008;1.110,99
Jornada a tiempo completo;De 45 a 54 años;3;2007;1.062,1
Jornada a tiempo completo;De 45 a 54 años;3;2006;1.007,82
Jornada a tiempo completo;De 45 a 54 años;4;2023;1.631,71
Jornada a tiempo completo;De 45 a 54 años;4;2022;1.520,16
Jornada a tiempo completo;De 45 a 54 años;4;2021;1.456,96
Jornada a tiempo completo;De 45 a 54 años;4;2020;1.424,45
Jornada a tiempo completo;De 45 a 54 años;4;2019;1.417,78
Jornada a tiempo completo;De 45 a 54 años;4;2018;1.362,89
Jornada a tiempo completo;De 45 a 54 años;4;2017;1.323,6
Jornada a tiempo completo;De 45 a 54 años;4;2016;1.326,41
Jornada a tiempo completo;De 45 a 54 años;4;2015;1.309,65
Jornada a tiempo completo;De 45 a 54 años;4;2014;1.318,06
Jornada a tiempo completo;De 45 a 54 años;4;2013;1.321,5
Jornada a tiempo completo;De 45 a 54 años;4;2012;1.325,68
Jornada a tiempo completo;De 45 a 54 años;4;2011;1.309,58
Jornada a tiempo completo;De 45 a 54 años;4;2010;1.319,33
Jornada a tiempo completo;De 45 a 54 años;4;2009;1.293,55
Jornada a tiempo completo;De 45 a 54 años;4;2008;1.268,39
Jornada a tiempo completo;De 45 a 54 años;4;2007;1.206,47
Jornada a tiempo completo;De 45 a 54 años;4;2006;1.143,8
Jornada a tiempo completo;De 45 a 54 años;5;2023;1.833,45
Jornada a tiempo completo;De 45 a 54 años;5;2022;1.709,68
Jornada a tiempo completo;De 45 a 54 años;5;2021;1.653,43
Jornada a tiempo completo;De 45 a 54 años;5;2020;1.607,04
Jornada a tiempo completo;De 45 a 54 años;5;2019;1.595,51
Jornada a tiempo completo;De 45 a 54 años;5;2018;1.546,85
Jornada a tiempo completo;De 45 a 54 años;5;2017;1.499,35
Jornada a tiempo completo;De 45 a 54 años;5;2016;1.501,6
Jornada a tiempo completo;De 45 a 54 años;5;2015;1.499,84
Jornada a tiempo completo;De 45 a 54 años;5;2014;1.501,43
Jornada a tiempo completo;De 45 a 54 años;5;2013;1.505,76
Jornada a tiempo completo;De 45 a 54 años;5;2012;1.496,16
Jornada a tiempo completo;De 45 a 54 años;5;2011;1.483,85
Jornada a tiempo completo;De 45 a 54 años;5;2010;1.482,54
Jornada a tiempo completo;De 45 a 54 años;5;2009;1.447,95
Jornada a tiempo completo;De 45 a 54 años;5;2008;1.417,18
Jornada a tiempo completo;De 45 a 54 años;5;2007;1.336,82
Jornada a tiempo completo;De 45 a 54 años;5;2006;1.271,87
Jornada a tiempo completo;De 45 a 54 años;6;2023;2.058,11
Jornada a tiempo completo;De 45 a 54 años;6;2022;1.915,83
Jornada a tiempo completo;De 45 a 54 años;6;2021;1.869,75
Jornada a tiempo completo;De 45 a 54 años;6;2020;1.818,37
Jornada a tiempo completo;De 45 a 54 años;6;2019;1.795,45
Jornada a tiempo completo;De 45 a 54 años;6;2018;1.752,54
Jornada a tiempo completo;De 45 a 54 años;6;2017;1.704,06
Jornada a tiempo completo;De 45 a 54 años;6;2016;1.708,43
Jornada a tiempo completo;De 45 a 54 años;6;2015;1.707,54
Jornada a tiempo completo;De 45 a 54 años;6;2014;1.713,49
Jornada a tiempo completo;De 45 a 54 años;6;2013;1.707,32
Jornada a tiempo completo;De 45 a 54 años;6;2012;1.685,1
Jornada a tiempo completo;De 45 a 54 años;6;2011;1.683
Jornada a tiempo completo;De 45 a 54 años;6;2010;1.671,12
Jornada a tiempo completo;De 45 a 54 años;6;2009;1.628,41
Jornada a tiempo completo;De 45 a 54 años;6;2008;1.580,63
Jornada a tiempo completo;De 45 a 54 años;6;2007;1.492,82
Jornada a tiempo completo;De 45 a 54 años;6;2006;1.419,46
Jornada a tiempo completo;De 45 a 54 años;7;2023;2.359,91
Jornada a tiempo completo;De 45 a 54 años;7;2022;2.189,65
Jornada a tiempo completo;De 45 a 54 años;7;2021;2.154,97
Jornada a tiempo completo;De 45 a 54 años;7;2020;2.109,48
Jornada a tiempo completo;De 45 a 54 años;7;2019;2.058,71
Jornada a tiempo completo;De 45 a 54 años;7;2018;2.015,87
Jornada a tiempo completo;De 45 a 54 años;7;2017;1.972,36
Jornada a tiempo completo;De 45 a 54 años;7;2016;1.966,06
Jornada a tiempo completo;De 45 a 54 años;7;2015;1.957,44
Jornada a tiempo completo;De 45 a 54 años;7;2014;2.000,87
Jornada a tiempo completo;De 45 a 54 años;7;2013;1.985,2
Jornada a tiempo completo;De 45 a 54 años;7;2012;1.943,15
Jornada a tiempo completo;De 45 a 54 años;7;2011;1.928,16
Jornada a tiempo completo;De 45 a 54 años;7;2010;1.915,22
Jornada a tiempo completo;De 45 a 54 años;7;2009;1.872,65
Jornada a tiempo completo;De 45 a 54 años;7;2008;1.798,65
Jornada a tiempo completo;De 45 a 54 años;7;2007;1.702,84
Jornada a tiempo completo;De 45 a 54 años;7;2006;1.627,85
Jornada a tiempo completo;De 45 a 54 años;8;2023;2.772,92
Jornada a tiempo completo;De 45 a 54 años;8;2022;2.592,76
Jornada a tiempo completo;De 45 a 54 años;8;2021;2.553,73
Jornada a tiempo completo;De 45 a 54 años;8;2020;2.536,32
Jornada a tiempo completo;De 45 a 54 años;8;2019;2.445,91
Jornada a tiempo completo;De 45 a 54 años;8;2018;2.424,42
Jornada a tiempo completo;De 45 a 54 años;8;2017;2.369,48
Jornada a tiempo completo;De 45 a 54 años;8;2016;2.362,87
Jornada a tiempo completo;De 45 a 54 años;8;2015;2.352,27
Jornada a tiempo completo;De 45 a 54 años;8;2014;2.385,19
Jornada a tiempo completo;De 45 a 54 años;8;2013;2.368,92
Jornada a tiempo completo;De 45 a 54 años;8;2012;2.311,47
Jornada a tiempo completo;De 45 a 54 años;8;2011;2.286,95
Jornada a tiempo completo;De 45 a 54 años;8;2010;2.289,81
Jornada a tiempo completo;De 45 a 54 años;8;2009;2.237,99
Jornada a tiempo completo;De 45 a 54 años;8;2008;2.156,17
Jornada a tiempo completo;De 45 a 54 años;8;2007;2.039,48
Jornada a tiempo completo;De 45 a 54 años;8;2006;1.961,2
Jornada a tiempo completo;De 45 a 54 años;9;2023;3.413,76
Jornada a tiempo completo;De 45 a 54 años;9;2022;3.180,32
Jornada a tiempo completo;De 45 a 54 años;9;2021;3.161,86
Jornada a tiempo completo;De 45 a 54 años;9;2020;3.182,08
Jornada a tiempo completo;De 45 a 54 años;9;2019;3.052,77
Jornada a tiempo completo;De 45 a 54 años;9;2018;3.017,66
Jornada a tiempo completo;De 45 a 54 años;9;2017;2.973,98
Jornada a tiempo completo;De 45 a 54 años;9;2016;2.943,37
Jornada a tiempo completo;De 45 a 54 años;9;2015;2.985,42
Jornada a tiempo completo;De 45 a 54 años;9;2014;2.967,77
Jornada a tiempo completo;De 45 a 54 años;9;2013;2.941,67
Jornada a tiempo completo;De 45 a 54 años;9;2012;2.871,88
Jornada a tiempo completo;De 45 a 54 años;9;2011;2.882,05
Jornada a tiempo completo;De 45 a 54 años;9;2010;2.872,4
Jornada a tiempo completo;De 45 a 54 años;9;2009;2.845,25
Jornada a tiempo completo;De 45 a 54 años;9;2008;2.715,97
Jornada a tiempo completo;De 45 a 54 años;9;2007;2.597,51
Jornada a tiempo completo;De 45 a 54 años;9;2006;2.475,83
Jornada a tiempo completo;De 45 a 54 años;10;2023;5.538,3
Jornada a tiempo completo;De 45 a 54 años;10;2022;5.123,62
Jornada a tiempo completo;De 45 a 54 años;10;2021;5.176,92
Jornada a tiempo completo;De 45 a 54 años;10;2020;4.983,02
Jornada a tiempo completo;De 45 a 54 años;10;2019;4.793,59
Jornada a tiempo completo;De 45 a 54 años;10;2018;4.786,02
Jornada a tiempo completo;De 45 a 54 años;10;2017;4.692,51
Jornada a tiempo completo;De 45 a 54 años;10;2016;4.601,14
Jornada a tiempo completo;De 45 a 54 años;10;2015;4.853,35
Jornada a tiempo completo;De 45 a 54 años;10;2014;4.652,75
Jornada a tiempo completo;De 45 a 54 años;10;2013;4.627,96
Jornada a tiempo completo;De 45 a 54 años;10;2012;4.505,47
Jornada a tiempo completo;De 45 a 54 años;10;2011;4.451,22
Jornada a tiempo completo;De 45 a 54 años;10;2010;4.403,64
Jornada a tiempo completo;De 45 a 54 años;10;2009;4.393,64
Jornada a tiempo completo;De 45 a 54 años;10;2008;4.291,82
Jornada a tiempo completo;De 45 a 54 años;10;2007;3.665,45
Jornada a tiempo completo;De 45 a 54 años;10;2006;3.555,24
Jornada a tiempo completo;55 y más años;Total decil;2023;2.716,57
Jornada a tiempo completo;55 y más años;Total decil;2022;2.575,76
Jornada a tiempo completo;55 y más años;Total decil;2021;2.552,41
Jornada a tiempo completo;55 y más años;Total decil;2020;2.592,49
Jornada a tiempo completo;55 y más años;Total decil;2019;2.527,63
Jornada a tiempo completo;55 y más años;Total decil;2018;2.441,44
Jornada a tiempo completo;55 y más años;Total decil;2017;2.399,81
Jornada a tiempo completo;55 y más años;Total decil;2016;2.459,64
Jornada a tiempo completo;55 y más años;Total decil;2015;2.521,41
Jornada a tiempo completo;55 y más años;Total decil;2014;2.441,42
Jornada a tiempo completo;55 y más años;Total decil;2013;2.383,71
Jornada a tiempo completo;55 y más años;Total decil;2012;2.397,54
Jornada a tiempo completo;55 y más años;Total decil;2011;2.376,05
Jornada a tiempo completo;55 y más años;Total decil;2010;2.404,65
Jornada a tiempo completo;55 y más años;Total decil;2009;2.343,26
Jornada a tiempo completo;55 y más años;Total decil;2008;2.337,41
Jornada a tiempo completo;55 y más años;Total decil;2007;2.118,02
Jornada a tiempo completo;55 y más años;Total decil;2006;2.029,15
Jornada a tiempo completo;55 y más años;1;2023;903,03
Jornada a tiempo completo;55 y más años;1;2022;876,49
Jornada a tiempo completo;55 y más años;1;2021;781,12
Jornada a tiempo completo;55 y más años;1;2020;752,24
Jornada a tiempo completo;55 y más años;1;2019;730,08
Jornada a tiempo completo;55 y más años;1;2018;665,23
Jornada a tiempo completo;55 y más años;1;2017;634,14
Jornada a tiempo completo;55 y más años;1;2016;636,23
Jornada a tiempo completo;55 y más años;1;2015;625,34
Jornada a tiempo completo;55 y más años;1;2014;572,34
Jornada a tiempo completo;55 y más años;1;2013;577,32
Jornada a tiempo completo;55 y más años;1;2012;596,41
Jornada a tiempo completo;55 y más años;1;2011;627,58
Jornada a tiempo completo;55 y más años;1;2010;628,74
Jornada a tiempo completo;55 y más años;1;2009;635,42
Jornada a tiempo completo;55 y más años;1;2008;651,72
Jornada a tiempo completo;55 y más años;1;2007;633,84
Jornada a tiempo completo;55 y más años;1;2006;573,23
Jornada a tiempo completo;55 y más años;2;2023;1.241,64
Jornada a tiempo completo;55 y más años;2;2022;1.157,64
Jornada a tiempo completo;55 y más años;2;2021;1.053,89
Jornada a tiempo completo;55 y más años;2;2020;1.028,58
Jornada a tiempo completo;55 y más años;2;2019;1.017,26
Jornada a tiempo completo;55 y más años;2;2018;924,53
Jornada a tiempo completo;55 y más años;2;2017;880,48
Jornada a tiempo completo;55 y más años;2;2016;870,96
Jornada a tiempo completo;55 y más años;2;2015;848,76
Jornada a tiempo completo;55 y más años;2;2014;850,97
Jornada a tiempo completo;55 y más años;2;2013;849,04
Jornada a tiempo completo;55 y más años;2;2012;870,66
Jornada a tiempo completo;55 y más años;2;2011;875,14
Jornada a tiempo completo;55 y más años;2;2010;911,27
Jornada a tiempo completo;55 y más años;2;2009;885,45
Jornada a tiempo completo;55 y más años;2;2008;894,97
Jornada a tiempo completo;55 y más años;2;2007;862,93
Jornada a tiempo completo;55 y más años;2;2006;805,64
Jornada a tiempo completo;55 y más años;3;2023;1.427,39
Jornada a tiempo completo;55 y más años;3;2022;1.340,01
Jornada a tiempo completo;55 y más años;3;2021;1.258,47
Jornada a tiempo completo;55 y más años;3;2020;1.242,93
Jornada a tiempo completo;55 y más años;3;2019;1.227,57
Jornada a tiempo completo;55 y más años;3;2018;1.156,31
Jornada a tiempo completo;55 y más años;3;2017;1.124,14
Jornada a tiempo completo;55 y más años;3;2016;1.125,32
Jornada a tiempo completo;55 y más años;3;2015;1.101,73
Jornada a tiempo completo;55 y más años;3;2014;1.110,5
Jornada a tiempo completo;55 y más años;3;2013;1.099,47
Jornada a tiempo completo;55 y más años;3;2012;1.129,03
Jornada a tiempo completo;55 y más años;3;2011;1.122,74
Jornada a tiempo completo;55 y más años;3;2010;1.143,31
Jornada a tiempo completo;55 y más años;3;2009;1.128,8
Jornada a tiempo completo;55 y más años;3;2008;1.115,14
Jornada a tiempo completo;55 y más años;3;2007;1.064,97
Jornada a tiempo completo;55 y más años;3;2006;999,06
Jornada a tiempo completo;55 y más años;4;2023;1.631,3
Jornada a tiempo completo;55 y más años;4;2022;1.522,3
Jornada a tiempo completo;55 y más años;4;2021;1.454,19
Jornada a tiempo completo;55 y más años;4;2020;1.424,38
Jornada a tiempo completo;55 y más años;4;2019;1.415,87
Jornada a tiempo completo;55 y más años;4;2018;1.358,02
Jornada a tiempo completo;55 y más años;4;2017;1.321,59
Jornada a tiempo completo;55 y más años;4;2016;1.325,37
Jornada a tiempo completo;55 y más años;4;2015;1.309,43
Jornada a tiempo completo;55 y más años;4;2014;1.318,48
Jornada a tiempo completo;55 y más años;4;2013;1.321,23
Jornada a tiempo completo;55 y más años;4;2012;1.326,47
Jornada a tiempo completo;55 y más años;4;2011;1.308,76
Jornada a tiempo completo;55 y más años;4;2010;1.315,45
Jornada a tiempo completo;55 y más años;4;2009;1.286,19
Jornada a tiempo completo;55 y más años;4;2008;1.267,88
Jornada a tiempo completo;55 y más años;4;2007;1.203,2
Jornada a tiempo completo;55 y más años;4;2006;1.150,67
Jornada a tiempo completo;55 y más años;5;2023;1.827,76
Jornada a tiempo completo;55 y más años;5;2022;1.707,17
Jornada a tiempo completo;55 y más años;5;2021;1.656,33
Jornada a tiempo completo;55 y más años;5;2020;1.605,39
Jornada a tiempo completo;55 y más años;5;2019;1.601,99
Jornada a tiempo completo;55 y más años;5;2018;1.549,27
Jornada a tiempo completo;55 y más años;5;2017;1.501,79
Jornada a tiempo completo;55 y más años;5;2016;1.503,99
Jornada a tiempo completo;55 y más años;5;2015;1.491,33
Jornada a tiempo completo;55 y más años;5;2014;1.505,12
Jornada a tiempo completo;55 y más años;5;2013;1.504,56
Jornada a tiempo completo;55 y más años;5;2012;1.498,09
Jornada a tiempo completo;55 y más años;5;2011;1.481,7
Jornada a tiempo completo;55 y más años;5;2010;1.479,6
Jornada a tiempo completo;55 y más años;5;2009;1.447,37
Jornada a tiempo completo;55 y más años;5;2008;1.414,45
Jornada a tiempo completo;55 y más años;5;2007;1.340,2
Jornada a tiempo completo;55 y más años;5;2006;1.275,04
Jornada a tiempo completo;55 y más años;6;2023;2.061,09
Jornada a tiempo completo;55 y más años;6;2022;1.916,35
Jornada a tiempo completo;55 y más años;6;2021;1.863,65
Jornada a tiempo completo;55 y más años;6;2020;1.816,96
Jornada a tiempo completo;55 y más años;6;2019;1.795,82
Jornada a tiempo completo;55 y más años;6;2018;1.753,3
Jornada a tiempo completo;55 y más años;6;2017;1.696,26
Jornada a tiempo completo;55 y más años;6;2016;1.704,82
Jornada a tiempo completo;55 y más años;6;2015;1.704,29
Jornada a tiempo completo;55 y más años;6;2014;1.719,15
Jornada a tiempo completo;55 y más años;6;2013;1.708,4
Jornada a tiempo completo;55 y más años;6;2012;1.681,65
Jornada a tiempo completo;55 y más años;6;2011;1.675,16
Jornada a tiempo completo;55 y más años;6;2010;1.668,47
Jornada a tiempo completo;55 y más años;6;2009;1.637,95
Jornada a tiempo completo;55 y más años;6;2008;1.579,49
Jornada a tiempo completo;55 y más años;6;2007;1.492,81
Jornada a tiempo completo;55 y más años;6;2006;1.418,83
Jornada a tiempo completo;55 y más años;7;2023;2.361,31
Jornada a tiempo completo;55 y más años;7;2022;2.185,71
Jornada a tiempo completo;55 y más años;7;2021;2.147,08
Jornada a tiempo completo;55 y más años;7;2020;2.111,04
Jornada a tiempo completo;55 y más años;7;2019;2.067,6
Jornada a tiempo completo;55 y más años;7;2018;2.020,31
Jornada a tiempo completo;55 y más años;7;2017;1.971,9
Jornada a tiempo completo;55 y más años;7;2016;1.969,05
Jornada a tiempo completo;55 y más años;7;2015;1.961,29
Jornada a tiempo completo;55 y más años;7;2014;1.996,6
Jornada a tiempo completo;55 y más años;7;2013;1.979,28
Jornada a tiempo completo;55 y más años;7;2012;1.943,24
Jornada a tiempo completo;55 y más años;7;2011;1.931,77
Jornada a tiempo completo;55 y más años;7;2010;1.930,84
Jornada a tiempo completo;55 y más años;7;2009;1.878,98
Jornada a tiempo completo;55 y más años;7;2008;1.794,25
Jornada a tiempo completo;55 y más años;7;2007;1.711,63
Jornada a tiempo completo;55 y más años;7;2006;1.628,14
Jornada a tiempo completo;55 y más años;8;2023;2.781,24
Jornada a tiempo completo;55 y más años;8;2022;2.591,74
Jornada a tiempo completo;55 y más años;8;2021;2.560,72
Jornada a tiempo completo;55 y más años;8;2020;2.542,1
Jornada a tiempo completo;55 y más años;8;2019;2.436,1
Jornada a tiempo completo;55 y más años;8;2018;2.412,06
Jornada a tiempo completo;55 y más años;8;2017;2.352,45
Jornada a tiempo completo;55 y más años;8;2016;2.352,32
Jornada a tiempo completo;55 y más años;8;2015;2.360,64
Jornada a tiempo completo;55 y más años;8;2014;2.399,81
Jornada a tiempo completo;55 y más años;8;2013;2.360,46
Jornada a tiempo completo;55 y más años;8;2012;2.299,6
Jornada a tiempo completo;55 y más años;8;2011;2.285,12
Jornada a tiempo completo;55 y más años;8;2010;2.285,48
Jornada a tiempo completo;55 y más años;8;2009;2.224,89
Jornada a tiempo completo;55 y más años;8;2008;2.139,7
Jornada a tiempo completo;55 y más años;8;2007;2.046,16
Jornada a tiempo completo;55 y más años;8;2006;1.964,88
Jornada a tiempo completo;55 y más años;9;2023;3.395,11
Jornada a tiempo completo;55 y más años;9;2022;3.187,08
Jornada a tiempo completo;55 y más años;9;2021;3.149,87
Jornada a tiempo completo;55 y más años;9;2020;3.199,53
Jornada a tiempo completo;55 y más años;9;2019;3.066,82
Jornada a tiempo completo;55 y más años;9;2018;3.044,27
Jornada a tiempo completo;55 y más años;9;2017;2.974,51
Jornada a tiempo completo;55 y más años;9;2016;2.935,29
Jornada a tiempo completo;55 y más años;9;2015;2.998,11
Jornada a tiempo completo;55 y más años;9;2014;2.979,81
Jornada a tiempo completo;55 y más años;9;2013;2.956
Jornada a tiempo completo;55 y más años;9;2012;2.890,69
Jornada a tiempo completo;55 y más años;9;2011;2.882,89
Jornada a tiempo completo;55 y más años;9;2010;2.852,79
Jornada a tiempo completo;55 y más años;9;2009;2.836,06
Jornada a tiempo completo;55 y más años;9;2008;2.729,78
Jornada a tiempo completo;55 y más años;9;2007;2.571,63
Jornada a tiempo completo;55 y más años;9;2006;2.460,13
Jornada a tiempo completo;55 y más años;10;2023;5.493,5
Jornada a tiempo completo;55 y más años;10;2022;5.127,8
Jornada a tiempo completo;55 y más años;10;2021;5.135,29
Jornada a tiempo completo;55 y más años;10;2020;4.988,43
Jornada a tiempo completo;55 y más años;10;2019;4.775,19
Jornada a tiempo completo;55 y más años;10;2018;4.846,78
Jornada a tiempo completo;55 y más años;10;2017;4.589,27
Jornada a tiempo completo;55 y más años;10;2016;4.526,19
Jornada a tiempo completo;55 y más años;10;2015;4.742,46
Jornada a tiempo completo;55 y más años;10;2014;4.635,01
Jornada a tiempo completo;55 y más años;10;2013;4.443,18
Jornada a tiempo completo;55 y más años;10;2012;4.556,8
Jornada a tiempo completo;55 y más años;10;2011;4.455,26
Jornada a tiempo completo;55 y más años;10;2010;4.360,21
Jornada a tiempo completo;55 y más años;10;2009;4.392,4
Jornada a tiempo completo;55 y más años;10;2008;4.487,13
Jornada a tiempo completo;55 y más años;10;2007;3.748,36
Jornada a tiempo completo;55 y más años;10;2006;3.596,94
Jornada a tiempo parcial;Total;Total decil;2023;915,68
Jornada a tiempo parcial;Total;Total decil;2022;891,26
Jornada a tiempo parcial;Total;Total decil;2021;828,33
Jornada a tiempo parcial;Total;Total decil;2020;800,31
Jornada a tiempo parcial;Total;Total decil;2019;806,19
Jornada a tiempo parcial;Total;Total decil;2018;746,11
Jornada a tiempo parcial;Total;Total decil;2017;731,44
Jornada a tiempo parcial;Total;Total decil;2016;734,21
Jornada a tiempo parcial;Total;Total decil;2015;697,24
Jornada a tiempo parcial;Total;Total decil;2014;698,22
Jornada a tiempo parcial;Total;Total decil;2013;696,97
Jornada a tiempo parcial;Total;Total decil;2012;664,93
Jornada a tiempo parcial;Total;Total decil;2011;697,16
Jornada a tiempo parcial;Total;Total decil;2010;698,62
Jornada a tiempo parcial;Total;Total decil;2009;706,91
Jornada a tiempo parcial;Total;Total decil;2008;688,97
Jornada a tiempo parcial;Total;Total decil;2007;660,15
Jornada a tiempo parcial;Total;Total decil;2006;632,93
Jornada a tiempo parcial;Total;1;2023;625,21
Jornada a tiempo parcial;Total;1;2022;600,66
Jornada a tiempo parcial;Total;1;2021;547,91
Jornada a tiempo parcial;Total;1;2020;503,83
Jornada a tiempo parcial;Total;1;2019;518,4
Jornada a tiempo parcial;Total;1;2018;461,94
Jornada a tiempo parcial;Total;1;2017;450,34
Jornada a tiempo parcial;Total;1;2016;444,39
Jornada a tiempo parcial;Total;1;2015;406,72
Jornada a tiempo parcial;Total;1;2014;400,38
Jornada a tiempo parcial;Total;1;2013;401,67
Jornada a tiempo parcial;Total;1;2012;411,29
Jornada a tiempo parcial;Total;1;2011;447,19
Jornada a tiempo parcial;Total;1;2010;460,1
Jornada a tiempo parcial;Total;1;2009;479,18
Jornada a tiempo parcial;Total;1;2008;469,06
Jornada a tiempo parcial;Total;1;2007;473,15
Jornada a tiempo parcial;Total;1;2006;451,65
Jornada a tiempo parcial;Total;2;2023;1.142,45
Jornada a tiempo parcial;Total;2;2022;1.077,17
Jornada a tiempo parcial;Total;2;2021;989,91
Jornada a tiempo parcial;Total;2;2020;954,65
Jornada a tiempo parcial;Total;2;2019;948,72
Jornada a tiempo parcial;Total;2;2018;873,26
Jornada a tiempo parcial;Total;2;2017;837
Jornada a tiempo parcial;Total;2;2016;826,92
Jornada a tiempo parcial;Total;2;2015;802,1
Jornada a tiempo parcial;Total;2;2014;789,89
Jornada a tiempo parcial;Total;2;2013;780,29
Jornada a tiempo parcial;Total;2;2012;795,29
Jornada a tiempo parcial;Total;2;2011;833,11
Jornada a tiempo parcial;Total;2;2010;847,07
Jornada a tiempo parcial;Total;2;2009;837,05
Jornada a tiempo parcial;Total;2;2008;853,45
Jornada a tiempo parcial;Total;2;2007;813,61
Jornada a tiempo parcial;Total;2;2006;768,67
Jornada a tiempo parcial;Total;3;2023;1.421,92
Jornada a tiempo parcial;Total;3;2022;1.338,43
Jornada a tiempo parcial;Total;3;2021;1.257,92
Jornada a tiempo parcial;Total;3;2020;1.227,04
Jornada a tiempo parcial;Total;3;2019;1.218,29
Jornada a tiempo parcial;Total;3;2018;1.140,84
Jornada a tiempo parcial;Total;3;2017;1.109,94
Jornada a tiempo parcial;Total;3;2016;1.101,99
Jornada a tiempo parcial;Total;3;2015;1.091,56
