tipo_de_jornada,grupo_de_edad,decil,año,total
Jornada a tiempo completo,Total,5,2009,1444.04
Jornada a tiempo completo,Total,5,2008,1411.77
Jornada a tiempo completo,Total,5,2007,1337.12
Jornada a tiempo completo,Total,5,2006,1270.23
Jornada a tiempo completo,Total,6,2023,2060.18
Jornada a tiempo completo,Total,6,2022,1913.3
Jornada a tiempo completo,Total,6,2021,1866.07
Jornada a tiempo completo,Total,6,2020,1816.65
Jornada a tiempo completo,Total,6,2019,1793.5
Jornada a tiempo completo,Total,6,2018,1752.62
Jornada a tiempo completo,Total,6,2017,1698.47
Jornada a tiempo completo,Total,6,2016,1703.64
Jornada a tiempo completo,Total,6,2015,1704.22
Jornada a tiempo completo,Total,6,2014,1715.65
Jornada a tiempo completo,Total,6,2013,1704.07
Jornada a tiempo completo,Total,6,2012,1685.57
Jornada a tiempo completo,Total,6,2011,1678.71
Jornada a tiempo completo,Total,6,2010,1667.63
Jornada a tiempo completo,Total,6,2009,1627.48
Jornada a tiempo completo,Total,6,2008,1577.81
Jornada a tiempo completo,Total,6,2007,1491.69
Jornada a tiempo completo,Total,6,2006,1418.28
Jornada a tiempo completo,Total,7,2023,2356.8
Jornada a tiempo completo,Total,7,2022,2182.08
Jornada a tiempo completo,Total,7,2021,2148.86
Jornada a tiempo completo,Total,7,2020,2107.14
Jornada a tiempo completo,Total,7,2019,2058.53
Jornada a tiempo completo,Total,7,2018,2017.11
Jornada a tiempo completo,Total,7,2017,1969.94
Jornada a tiempo completo,Total,7,2016,1969.72
Jornada a tiempo completo,Total,7,2015,1961.12
Jornada a tiempo completo,Total,7,2014,1997.67
Jornada a tiempo completo,Total,7,2013,1980.26
Jornada a tiempo completo,Total,7,2012,1943.54
Jornada a tiempo completo,Total,7,2011,1926.71
Jornada a tiempo completo,Total,7,2010,1916.56
Jornada a tiempo completo,Total,7,2009,1870.56
Jornada a tiempo completo,Total,7,2008,1795.08
Jornada a tiempo completo,Total,7,2007,1703.26
Jornada a tiempo completo,Total,7,2006,1629.29
Jornada a tiempo completo,Total,8,2023,2781.23
Jornada a tiempo completo,Total,8,2022,2593.39
Jornada a tiempo completo,Total,8,2021,2558.44
Jornada a tiempo completo,Total,8,2020,2541.41
Jornada a tiempo completo,Total,8,2019,2446.2
Jornada a tiempo completo,Total,8,2018,2421.73
Jornada a tiempo completo,Total,8,2017,2363.26
Jornada a tiempo completo,Total,8,2016,2355.17
Jornada a tiempo completo,Total,8,2015,2364.19
Jornada a tiempo completo,Total,8,2014,2386.97
Jornada a tiempo completo,Total,8,2013,2364.32
Jornada a tiempo completo,Total,8,2012,2304.44
Jornada a tiempo completo,Total,8,2011,2292.34
Jornada a tiempo completo,Total,8,2010,2291.51
Jornada a tiempo completo,Total,8,2009,2240.5
Jornada a tiempo completo,Total,8,2008,2144.46
Jornada a tiempo completo,Total,8,2007,2042.77
Jornada a tiempo completo,Total,8,2006,1960.26
Jornada a tiempo completo,Total,9,2023,3392.16
Jornada a tiempo completo,Total,9,2022,3173.91
Jornada a tiempo completo,Total,9,2021,3144.92
Jornada a tiempo completo,Total,9,2020,3161.01
Jornada a tiempo completo,Total,9,2019,3036.8
Jornada a tiempo completo,Total,9,2018,3007.98
Jornada a tiempo completo,Total,9,2017,2956.05
Jornada a tiempo completo,Total,9,2016,2922.84
Jornada a tiempo completo,Total,9,2015,2964.56
Jornada a tiempo completo,Total,9,2014,2947.02
Jornada a tiempo completo,Total,9,2013,2916.74
Jornada a tiempo completo,Total,9,2012,2852.32
Jornada a tiempo completo,Total,9,2011,2849.06
Jornada a tiempo completo,Total,9,2010,2841.79
Jornada a tiempo completo,Total,9,2009,2818.54
Jornada a tiempo completo,Total,9,2008,2695.09
Jornada a tiempo completo,Total,9,2007,2570.62
Jornada a tiempo completo,Total,9,2006,2448.15
Jornada a tiempo completo,Total,10,2023,5386.69
Jornada a tiempo completo,Total,10,2022,5003.87
Jornada a tiempo completo,Total,10,2021,5083.75
Jornada a tiempo completo,Total,10,2020,4964.01
Jornada a tiempo completo,Total,10,2019,4725.47
Jornada a tiempo completo,Total,10,2018,4799.61
Jornada a tiempo completo,Total,10,2017,4631.17
Jornada a tiempo completo,Total,10,2016,4568.68
Jornada a tiempo completo,Total,10,2015,4786.61
Jornada a tiempo completo,Total,10,2014,4616.94
Jornada a tiempo completo,Total,10,2013,4574.92
Jornada a tiempo completo,Total,10,2012,4515.01
Jornada a tiempo completo,Total,10,2011,4418.37
Jornada a tiempo completo,Total,10,2010,4356.53
Jornada a tiempo completo,Total,10,2009,4370.12
Jornada a tiempo completo,Total,10,2008,4346.26
Jornada a tiempo completo,Total,10,2007,3670.83
Jornada a tiempo completo,Total,10,2006,3573.7
Jornada a tiempo completo,De 16 a 24 años,Total decil,2023,1770.13
Jornada a tiempo completo,De 16 a 24 años,Total decil,2022,1660.9
Jornada a tiempo completo,De 16 a 24 años,Total decil,2021,1559.66
Jornada a tiempo completo,De 16 a 24 años,Total decil,2020,1532.9
Jornada a tiempo completo,De 16 a 24 años,Total decil,2019,1487.64
Jornada a tiempo completo,De 16 a 24 años,Total decil,2018,1393.6
Jornada a tiempo completo,De 16 a 24 años,Total decil,2017,1379.72
Jornada a tiempo completo,De 16 a 24 años,Total decil,2016,1305.35
Jornada a tiempo completo,De 16 a 24 años,Total decil,2015,1321.79
Jornada a tiempo completo,De 16 a 24 años,Total decil,2014,1340.92
Jornada a tiempo completo,De 16 a 24 años,Total decil,2013,1344.96
Jornada a tiempo completo,De 16 a 24 años,Total decil,2012,1388.55
Jornada a tiempo completo,De 16 a 24 años,Total decil,2011,1374.74
Jornada a tiempo completo,De 16 a 24 años,Total decil,2010,1422.37
Jornada a tiempo completo,De 16 a 24 años,Total decil,2009,1385.66
Jornada a tiempo completo,De 16 a 24 años,Total decil,2008,1351.02
Jornada a tiempo completo,De 16 a 24 años,Total decil,2007,1288.14
Jornada a tiempo completo,De 16 a 24 años,Total decil,2006,1214.73
Jornada a tiempo completo,De 16 a 24 años,1,2023,905.12
Jornada a tiempo completo,De 16 a 24 años,1,2022,857.6
Jornada a tiempo completo,De 16 a 24 años,1,2021,769.83
Jornada a tiempo completo,De 16 a 24 años,1,2020,728.2
Jornada a tiempo completo,De 16 a 24 años,1,2019,740.6
Jornada a tiempo completo,De 16 a 24 años,1,2018,648.37
Jornada a tiempo completo,De 16 a 24 años,1,2017,636.44
Jornada a tiempo completo,De 16 a 24 años,1,2016,641.01
Jornada a tiempo completo,De 16 a 24 años,1,2015,619.2
Jornada a tiempo completo,De 16 a 24 años,1,2014,574.57
Jornada a tiempo completo,De 16 a 24 años,1,2013,581.49
Jornada a tiempo completo,De 16 a 24 años,1,2012,581.26
Jornada a tiempo completo,De 16 a 24 años,1,2011,619.69
Jornada a tiempo completo,De 16 a 24 años,1,2010,631.05
Jornada a tiempo completo,De 16 a 24 años,1,2009,618.0
Jornada a tiempo completo,De 16 a 24 años,1,2008,653.58
Jornada a tiempo completo,De 16 a 24 años,1,2007,624.98
Jornada a tiempo completo,De 16 a 24 años,1,2006,571.51
Jornada a tiempo completo,De 16 a 24 años,2,2023,1243.11
Jornada a tiempo completo,De 16 a 24 años,2,2022,1143.64
Jornada a tiempo completo,De 16 a 24 años,2,2021,1051.26
Jornada a tiempo completo,De 16 a 24 años,2,2020,1028.06
Jornada a tiempo completo,De 16 a 24 años,2,2019,1022.32
Jornada a tiempo completo,De 16 a 24 años,2,2018,917.74
Jornada a tiempo completo,De 16 a 24 años,2,2017,871.83
Jornada a tiempo completo,De 16 a 24 años,2,2016,862.15
Jornada a tiempo completo,De 16 a 24 años,2,2015,837.01
Jornada a tiempo completo,De 16 a 24 años,2,2014,830.41
Jornada a tiempo completo,De 16 a 24 años,2,2013,832.49
Jornada a tiempo completo,De 16 a 24 años,2,2012,860.81
Jornada a tiempo completo,De 16 a 24 años,2,2011,879.83
Jornada a tiempo completo,De 16 a 24 años,2,2010,905.91
Jornada a tiempo completo,De 16 a 24 años,2,2009,884.72
Jornada a tiempo completo,De 16 a 24 años,2,2008,896.59
Jornada a tiempo completo,De 16 a 24 años,2,2007,854.2
Jornada a tiempo completo,De 16 a 24 años,2,2006,804.77
Jornada a tiempo completo,De 16 a 24 años,3,2023,1432.95
Jornada a tiempo completo,De 16 a 24 años,3,2022,1341.03
Jornada a tiempo completo,De 16 a 24 años,3,2021,1250.41
Jornada a tiempo completo,De 16 a 24 años,3,2020,1240.05
Jornada a tiempo completo,De 16 a 24 años,3,2019,1212.28
Jornada a tiempo completo,De 16 a 24 años,3,2018,1157.48
Jornada a tiempo completo,De 16 a 24 años,3,2017,1117.34
Jornada a tiempo completo,De 16 a 24 años,3,2016,1117.37
Jornada a tiempo completo,De 16 a 24 años,3,2015,1098.59
Jornada a tiempo completo,De 16 a 24 años,3,2014,1093.1
Jornada a tiempo completo,De 16 a 24 años,3,2013,1098.13
Jornada a tiempo completo,De 16 a 24 años,3,2012,1128.0
Jornada a tiempo completo,De 16 a 24 años,3,2011,1128.93
Jornada a tiempo completo,De 16 a 24 años,3,2010,1145.35
Jornada a tiempo completo,De 16 a 24 años,3,2009,1121.86
Jornada a tiempo completo,De 16 a 24 años,3,2008,1113.94
Jornada a tiempo completo,De 16 a 24 años,3,2007,1061.82
Jornada a tiempo completo,De 16 a 24 años,3,2006,1006.66
Jornada a tiempo completo,De 16 a 24 años,4,2023,1631.93
Jornada a tiempo completo,De 16 a 24 años,4,2022,1525.22
Jornada a tiempo completo,De 16 a 24 años,4,2021,1449.19
Jornada a tiempo completo,De 16 a 24 años,4,2020,1428.32
Jornada a tiempo completo,De 16 a 24 años,4,2019,1415.85
Jornada a tiempo completo,De 16 a 24 años,4,2018,1358.42
Jornada a tiempo completo,De 16 a 24 años,4,2017,1320.44
Jornada a tiempo completo,De 16 a 24 años,4,2016,1325.72
Jornada a tiempo completo,De 16 a 24 años,4,2015,1307.67
Jornada a tiempo completo,De 16 a 24 años,4,2014,1316.7
Jornada a tiempo completo,De 16 a 24 años,4,2013,1311.04
Jornada a tiempo completo,De 16 a 24 años,4,2012,1318.52
Jornada a tiempo completo,De 16 a 24 años,4,2011,1311.15
Jornada a tiempo completo,De 16 a 24 años,4,2010,1315.82
Jornada a tiempo completo,De 16 a 24 años,4,2009,1286.32
Jornada a tiempo completo,De 16 a 24 años,4,2008,1267.35
Jornada a tiempo completo,De 16 a 24 años,4,2007,1199.31
Jornada a tiempo completo,De 16 a 24 años,4,2006,1141.17
Jornada a tiempo completo,De 16 a 24 años,5,2023,1834.59
Jornada a tiempo completo,De 16 a 24 años,5,2022,1707.74
Jornada a tiempo completo,De 16 a 24 años,5,2021,1647.8
Jornada a tiempo completo,De 16 a 24 años,5,2020,1591.07
Jornada a tiempo completo,De 16 a 24 años,5,2019,1599.47
Jornada a tiempo completo,De 16 a 24 años,5,2018,1553.12
Jornada a tiempo completo,De 16 a 24 años,5,2017,1505.09
Jornada a tiempo completo,De 16 a 24 años,5,2016,1500.67
Jornada a tiempo completo,De 16 a 24 años,5,2015,1497.72
Jornada a tiempo completo,De 16 a 24 años,5,2014,1499.0
Jornada a tiempo completo,De 16 a 24 años,5,2013,1498.05
Jornada a tiempo completo,De 16 a 24 años,5,2012,1483.46
Jornada a tiempo completo,De 16 a 24 años,5,2011,1478.82
Jornada a tiempo completo,De 16 a 24 años,5,2010,1469.65
Jornada a tiempo completo,De 16 a 24 años,5,2009,1438.36
Jornada a tiempo completo,De 16 a 24 años,5,2008,1404.93
Jornada a tiempo completo,De 16 a 24 años,5,2007,1335.35
Jornada a tiempo completo,De 16 a 24 años,5,2006,1268.64
Jornada a tiempo completo,De 16 a 24 años,6,2023,2046.45
Jornada a tiempo completo,De 16 a 24 años,6,2022,1916.64
Jornada a tiempo completo,De 16 a 24 años,6,2021,1854.62
Jornada a tiempo completo,De 16 a 24 años,6,2020,1804.73
Jornada a tiempo completo,De 16 a 24 años,6,2019,1788.56
Jornada a tiempo completo,De 16 a 24 años,6,2018,1731.77
Jornada a tiempo completo,De 16 a 24 años,6,2017,1685.5
Jornada a tiempo completo,De 16 a 24 años,6,2016,1695.49
Jornada a tiempo completo,De 16 a 24 años,6,2015,1697.24
Jornada a tiempo completo,De 16 a 24 años,6,2014,1709.79
Jornada a tiempo completo,De 16 a 24 años,6,2013,1701.2
Jornada a tiempo completo,De 16 a 24 años,6,2012,1683.15
Jornada a tiempo completo,De 16 a 24 años,6,2011,1668.3
Jornada a tiempo completo,De 16 a 24 años,6,2010,1655.95
Jornada a tiempo completo,De 16 a 24 años,6,2009,1617.57
Jornada a tiempo completo,De 16 a 24 años,6,2008,1578.82
Jornada a tiempo completo,De 16 a 24 años,6,2007,1492.1
Jornada a tiempo completo,De 16 a 24 años,6,2006,1412.33
Jornada a tiempo completo,De 16 a 24 años,7,2023,2351.58
Jornada a tiempo completo,De 16 a 24 años,7,2022,2160.84
Jornada a tiempo completo,De 16 a 24 años,7,2021,2134.42
Jornada a tiempo completo,De 16 a 24 años,7,2020,2082.12
Jornada a tiempo completo,De 16 a 24 años,7,2019,2061.59
Jornada a tiempo completo,De 16 a 24 años,7,2018,2023.35
Jornada a tiempo completo,De 16 a 24 años,7,2017,1966.87
Jornada a tiempo completo,De 16 a 24 años,7,2016,1968.61
Jornada a tiempo completo,De 16 a 24 años,7,2015,1958.74
Jornada a tiempo completo,De 16 a 24 años,7,2014,1983.97
Jornada a tiempo completo,De 16 a 24 años,7,2013,1952.34
Jornada a tiempo completo,De 16 a 24 años,7,2012,1960.7
Jornada a tiempo completo,De 16 a 24 años,7,2011,1914.34
Jornada a tiempo completo,De 16 a 24 años,7,2010,1913.35
Jornada a tiempo completo,De 16 a 24 años,7,2009,1855.83
Jornada a tiempo completo,De 16 a 24 años,7,2008,1783.56
Jornada a tiempo completo,De 16 a 24 años,7,2007,1689.03
Jornada a tiempo completo,De 16 a 24 años,7,2006,1628.71
Jornada a tiempo completo,De 16 a 24 años,8,2023,2773.03
Jornada a tiempo completo,De 16 a 24 años,8,2022,2591.78
Jornada a tiempo completo,De 16 a 24 años,8,2021,2545.2
Jornada a tiempo completo,De 16 a 24 años,8,2020,2540.32
Jornada a tiempo completo,De 16 a 24 años,8,2019,2464.9
Jornada a tiempo completo,De 16 a 24 años,8,2018,2376.74
Jornada a tiempo completo,De 16 a 24 años,8,2017,2327.02
Jornada a tiempo completo,De 16 a 24 años,8,2016,2331.08
Jornada a tiempo completo,De 16 a 24 años,8,2015,2308.2
Jornada a tiempo completo,De 16 a 24 años,8,2014,2332.11
Jornada a tiempo completo,De 16 a 24 años,8,2013,2330.34
Jornada a tiempo completo,De 16 a 24 años,8,2012,2322.86
Jornada a tiempo completo,De 16 a 24 años,8,2011,2260.41
Jornada a tiempo completo,De 16 a 24 años,8,2010,2287.56
Jornada a tiempo completo,De 16 a 24 años,8,2009,2220.53
Jornada a tiempo completo,De 16 a 24 años,8,2008,2138.52
Jornada a tiempo completo,De 16 a 24 años,8,2007,2048.45
Jornada a tiempo completo,De 16 a 24 años,8,2006,1945.56
Jornada a tiempo completo,De 16 a 24 años,9,2023,3369.17
Jornada a tiempo completo,De 16 a 24 años,9,2022,3095.1
Jornada a tiempo completo,De 16 a 24 años,9,2021,3046.29
Jornada a tiempo completo,De 16 a 24 años,9,2020,3071.03
Jornada a tiempo completo,De 16 a 24 años,9,2019,2941.8
Jornada a tiempo completo,De 16 a 24 años,9,2018,2914.83
Jornada a tiempo completo,De 16 a 24 años,9,2017,2890.22
Jornada a tiempo completo,De 16 a 24 años,9,2016,2823.01
Jornada a tiempo completo,De 16 a 24 años,9,2015,2995.06
Jornada a tiempo completo,De 16 a 24 años,9,2014,2920.44
Jornada a tiempo completo,De 16 a 24 años,9,2013,3014.91
Jornada a tiempo completo,De 16 a 24 años,9,2012,2882.56
Jornada a tiempo completo,De 16 a 24 años,9,2011,2776.64
Jornada a tiempo completo,De 16 a 24 años,9,2010,2785.13
Jornada a tiempo completo,De 16 a 24 años,9,2009,2755.71
Jornada a tiempo completo,De 16 a 24 años,9,2008,2631.17
Jornada a tiempo completo,De 16 a 24 años,9,2007,2538.21
Jornada a tiempo completo,De 16 a 24 años,9,2006,2379.01
Jornada a tiempo completo,De 16 a 24 años,10,2023,4941.66
Jornada a tiempo completo,De 16 a 24 años,10,2022,4411.74
Jornada a tiempo completo,De 16 a 24 años,10,2021,3861.58
Jornada a tiempo completo,De 16 a 24 años,10,2020,5312.0
Jornada a tiempo completo,De 16 a 24 años,10,2019,3977.1
Jornada a tiempo completo,De 16 a 24 años,10,2018,4597.25
Jornada a tiempo completo,De 16 a 24 años,10,2017,4053.12
Jornada a tiempo completo,De 16 a 24 años,10,2016,3784.74
Jornada a tiempo completo,De 16 a 24 años,10,2015,3862.43
Jornada a tiempo completo,De 16 a 24 años,10,2014,5070.52
Jornada a tiempo completo,De 16 a 24 años,10,2013,4368.04
Jornada a tiempo completo,De 16 a 24 años,10,2012,4193.0
Jornada a tiempo completo,De 16 a 24 años,10,2011,4167.22
Jornada a tiempo completo,De 16 a 24 años,10,2010,4091.49
Jornada a tiempo completo,De 16 a 24 años,10,2009,4206.61
Jornada a tiempo completo,De 16 a 24 años,10,2008,3968.34
Jornada a tiempo completo,De 16 a 24 años,10,2007,3661.64
Jornada a tiempo completo,De 16 a 24 años,10,2006,3320.58
Jornada a tiempo completo,De 25 a 34 años,Total decil,2023,2198.65
Jornada a tiempo completo,De 25 a 34 años,Total decil,2022,2016.25
Jornada a tiempo completo,De 25 a 34 años,Total decil,2021,1965.23
Jornada a tiempo completo,De 25 a 34 años,Total decil,2020,1908.85
Jornada a tiempo completo,De 25 a 34 años,Total decil,2019,1856.49
Jornada a tiempo completo,De 25 a 34 años,Total decil,2018,1811.54
Jornada a tiempo completo,De 25 a 34 años,Total decil,2017,1747.42
Jornada a tiempo completo,De 25 a 34 años,Total decil,2016,1735.15
Jornada a tiempo completo,De 25 a 34 años,Total decil,2015,1707.85
Jornada a tiempo completo,De 25 a 34 años,Total decil,2014,1785.6
Jornada a tiempo completo,De 25 a 34 años,Total decil,2013,1785.69
Jornada a tiempo completo,De 25 a 34 años,Total decil,2012,1768.72
Jornada a tiempo completo,De 25 a 34 años,Total decil,2011,1805.24
Jornada a tiempo completo,De 25 a 34 años,Total decil,2010,1784.42
Jornada a tiempo completo,De 25 a 34 años,Total decil,2009,1765.98
Jornada a tiempo completo,De 25 a 34 años,Total decil,2008,1730.38
Jornada a tiempo completo,De 25 a 34 años,Total decil,2007,1607.43
Jornada a tiempo completo,De 25 a 34 años,Total decil,2006,1554.63
Jornada a tiempo completo,De 25 a 34 años,1,2023,916.27
Jornada a tiempo completo,De 25 a 34 años,1,2022,878.54
Jornada a tiempo completo,De 25 a 34 años,1,2021,785.55
Jornada a tiempo completo,De 25 a 34 años,1,2020,724.59
Jornada a tiempo completo,De 25 a 34 años,1,2019,750.24
Jornada a tiempo completo,De 25 a 34 años,1,2018,661.59
Jornada a tiempo completo,De 25 a 34 años,1,2017,647.19
Jornada a tiempo completo,De 25 a 34 años,1,2016,638.58
Jornada a tiempo completo,De 25 a 34 años,1,2015,614.39
Jornada a tiempo completo,De 25 a 34 años,1,2014,566.41
Jornada a tiempo completo,De 25 a 34 años,1,2013,561.39
Jornada a tiempo completo,De 25 a 34 años,1,2012,585.88
Jornada a tiempo completo,De 25 a 34 años,1,2011,608.33
Jornada a tiempo completo,De 25 a 34 años,1,2010,628.54
Jornada a tiempo completo,De 25 a 34 años,1,2009,628.69
Jornada a tiempo completo,De 25 a 34 años,1,2008,647.27
Jornada a tiempo completo,De 25 a 34 años,1,2007,626.92
Jornada a tiempo completo,De 25 a 34 años,1,2006,575.83
Jornada a tiempo completo,De 25 a 34 años,2,2023,1231.73
Jornada a tiempo completo,De 25 a 34 años,2,2022,1155.6
Jornada a tiempo completo,De 25 a 34 años,2,2021,1059.5
Jornada a tiempo completo,De 25 a 34 años,2,2020,1028.82
Jornada a tiempo completo,De 25 a 34 años,2,2019,1026.21
Jornada a tiempo completo,De 25 a 34 años,2,2018,924.2
Jornada a tiempo completo,De 25 a 34 años,2,2017,888.15
Jornada a tiempo completo,De 25 a 34 años,2,2016,880.61
Jornada a tiempo completo,De 25 a 34 años,2,2015,852.54
Jornada a tiempo completo,De 25 a 34 años,2,2014,845.46
Jornada a tiempo completo,De 25 a 34 años,2,2013,836.75
Jornada a tiempo completo,De 25 a 34 años,2,2012,870.83
Jornada a tiempo completo,De 25 a 34 años,2,2011,881.98
Jornada a tiempo completo,De 25 a 34 años,2,2010,919.21
Jornada a tiempo completo,De 25 a 34 años,2,2009,887.18
Jornada a tiempo completo,De 25 a 34 años,2,2008,899.43
Jornada a tiempo completo,De 25 a 34 años,2,2007,864.61
Jornada a tiempo completo,De 25 a 34 años,2,2006,813.61
Jornada a tiempo completo,De 25 a 34 años,3,2023,1434.69
Jornada a tiempo completo,De 25 a 34 años,3,2022,1333.71
Jornada a tiempo completo,De 25 a 34 años,3,2021,1254.11
Jornada a tiempo completo,De 25 a 34 años,3,2020,1240.75
Jornada a tiempo completo,De 25 a 34 años,3,2019,1216.96
Jornada a tiempo completo,De 25 a 34 años,3,2018,1160.85
Jornada a tiempo completo,De 25 a 34 años,3,2017,1125.68
Jornada a tiempo completo,De 25 a 34 años,3,2016,1124.02
Jornada a tiempo completo,De 25 a 34 años,3,2015,1100.38
Jornada a tiempo completo,De 25 a 34 años,3,2014,1099.28
Jornada a tiempo completo,De 25 a 34 años,3,2013,1106.79
Jornada a tiempo completo,De 25 a 34 años,3,2012,1115.74
Jornada a tiempo completo,De 25 a 34 años,3,2011,1129.49
Jornada a tiempo completo,De 25 a 34 años,3,2010,1142.95
Jornada a tiempo completo,De 25 a 34 años,3,2009,1118.64
Jornada a tiempo completo,De 25 a 34 años,3,2008,1113.83
Jornada a tiempo completo,De 25 a 34 años,3,2007,1061.18
Jornada a tiempo completo,De 25 a 34 años,3,2006,1005.7
Jornada a tiempo completo,De 25 a 34 años,4,2023,1629.36
Jornada a tiempo completo,De 25 a 34 años,4,2022,1525.02
Jornada a tiempo completo,De 25 a 34 años,4,2021,1455.74
Jornada a tiempo completo,De 25 a 34 años,4,2020,1424.89
Jornada a tiempo completo,De 25 a 34 años,4,2019,1418.11
Jornada a tiempo completo,De 25 a 34 años,4,2018,1356.75
Jornada a tiempo completo,De 25 a 34 años,4,2017,1325.44
Jornada a tiempo completo,De 25 a 34 años,4,2016,1326.13
Jornada a tiempo completo,De 25 a 34 años,4,2015,1311.64
Jornada a tiempo completo,De 25 a 34 años,4,2014,1312.61
Jornada a tiempo completo,De 25 a 34 años,4,2013,1315.56
Jornada a tiempo completo,De 25 a 34 años,4,2012,1321.96
Jornada a tiempo completo,De 25 a 34 años,4,2011,1311.9
Jornada a tiempo completo,De 25 a 34 años,4,2010,1316.52
Jornada a tiempo completo,De 25 a 34 años,4,2009,1290.35
Jornada a tiempo completo,De 25 a 34 años,4,2008,1267.69
Jornada a tiempo completo,De 25 a 34 años,4,2007,1203.54
Jornada a tiempo completo,De 25 a 34 años,4,2006,1146.12
Jornada a tiempo completo,De 25 a 34 años,5,2023,1835.25
Jornada a tiempo completo,De 25 a 34 años,5,2022,1709.65
Jornada a tiempo completo,De 25 a 34 años,5,2021,1650.43
Jornada a tiempo completo,De 25 a 34 años,5,2020,1607.29
Jornada a tiempo completo,De 25 a 34 años,5,2019,1592.09
Jornada a tiempo completo,De 25 a 34 años,5,2018,1543.42
Jornada a tiempo completo,De 25 a 34 años,5,2017,1494.69
Jornada a tiempo completo,De 25 a 34 años,5,2016,1493.66
Jornada a tiempo completo,De 25 a 34 años,5,2015,1492.4
Jornada a tiempo completo,De 25 a 34 años,5,2014,1503.2
Jornada a tiempo completo,De 25 a 34 años,5,2013,1501.1
Jornada a tiempo completo,De 25 a 34 años,5,2012,1486.73
Jornada a tiempo completo,De 25 a 34 años,5,2011,1486.39
Jornada a tiempo completo,De 25 a 34 años,5,2010,1476.48
Jornada a tiempo completo,De 25 a 34 años,5,2009,1442.7
Jornada a tiempo completo,De 25 a 34 años,5,2008,1411.68
Jornada a tiempo completo,De 25 a 34 años,5,2007,1337.56
Jornada a tiempo completo,De 25 a 34 años,5,2006,1268.84
Jornada a tiempo completo,De 25 a 34 años,6,2023,2067.55
Jornada a tiempo completo,De 25 a 34 años,6,2022,1908.67
Jornada a tiempo completo,De 25 a 34 años,6,2021,1867.33
Jornada a tiempo completo,De 25 a 34 años,6,2020,1813.99
Jornada a tiempo completo,De 25 a 34 años,6,2019,1790.62
Jornada a tiempo completo,De 25 a 34 años,6,2018,1747.43
Jornada a tiempo completo,De 25 a 34 años,6,2017,1697.86
Jornada a tiempo completo,De 25 a 34 años,6,2016,1697.68
Jornada a tiempo completo,De 25 a 34 años,6,2015,1700.79
Jornada a tiempo completo,De 25 a 34 años,6,2014,1715.68
Jornada a tiempo completo,De 25 a 34 años,6,2013,1702.01
Jornada a tiempo completo,De 25 a 34 años,6,2012,1686.15
Jornada a tiempo completo,De 25 a 34 años,6,2011,1679.35
Jornada a tiempo completo,De 25 a 34 años,6,2010,1669.12
Jornada a tiempo completo,De 25 a 34 años,6,2009,1625.47
Jornada a tiempo completo,De 25 a 34 años,6,2008,1572.15
Jornada a tiempo completo,De 25 a 34 años,6,2007,1491.17
Jornada a tiempo completo,De 25 a 34 años,6,2006,1418.62
Jornada a tiempo completo,De 25 a 34 años,7,2023,2355.65
Jornada a tiempo completo,De 25 a 34 años,7,2022,2174.15
Jornada a tiempo completo,De 25 a 34 años,7,2021,2154.24
Jornada a tiempo completo,De 25 a 34 años,7,2020,2105.29
Jornada a tiempo completo,De 25 a 34 años,7,2019,2057.61
Jornada a tiempo completo,De 25 a 34 años,7,2018,2015.41
Jornada a tiempo completo,De 25 a 34 años,7,2017,1964.71
Jornada a tiempo completo,De 25 a 34 años,7,2016,1971.98
Jornada a tiempo completo,De 25 a 34 años,7,2015,1960.9
Jornada a tiempo completo,De 25 a 34 años,7,2014,1992.55
Jornada a tiempo completo,De 25 a 34 años,7,2013,1979.85
Jornada a tiempo completo,De 25 a 34 años,7,2012,1941.37
Jornada a tiempo completo,De 25 a 34 años,7,2011,1931.01
Jornada a tiempo completo,De 25 a 34 años,7,2010,1914.49
Jornada a tiempo completo,De 25 a 34 años,7,2009,1867.24
Jornada a tiempo completo,De 25 a 34 años,7,2008,1794.54
Jornada a tiempo completo,De 25 a 34 años,7,2007,1702.86
Jornada a tiempo completo,De 25 a 34 años,7,2006,1633.67
Jornada a tiempo completo,De 25 a 34 años,8,2023,2788.38
Jornada a tiempo completo,De 25 a 34 años,8,2022,2600.66
Jornada a tiempo completo,De 25 a 34 años,8,2021,2553.8
Jornada a tiempo completo,De 25 a 34 años,8,2020,2544.24
Jornada a tiempo completo,De 25 a 34 años,8,2019,2453.3
Jornada a tiempo completo,De 25 a 34 años,8,2018,2420.9
Jornada a tiempo completo,De 25 a 34 años,8,2017,2357.39
Jornada a tiempo completo,De 25 a 34 años,8,2016,2340.5
Jornada a tiempo completo,De 25 a 34 años,8,2015,2347.54
Jornada a tiempo completo,De 25 a 34 años,8,2014,2386.92
Jornada a tiempo completo,De 25 a 34 años,8,2013,2360.13
Jornada a tiempo completo,De 25 a 34 años,8,2012,2295.09
Jornada a tiempo completo,De 25 a 34 años,8,2011,2301.36
Jornada a tiempo completo,De 25 a 34 años,8,2010,2299.07
Jornada a tiempo completo,De 25 a 34 años,8,2009,2241.58
Jornada a tiempo completo,De 25 a 34 años,8,2008,2143.71
Jornada a tiempo completo,De 25 a 34 años,8,2007,2044.05
Jornada a tiempo completo,De 25 a 34 años,8,2006,1961.88
Jornada a tiempo completo,De 25 a 34 años,9,2023,3370.16
